StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,UserLanguage,consent,age,resident,attention,treatment_First Click,treatment_Last Click,treatment_Page Submit,treatment_Click Count,control_First Click,control_Last Click,control_Page Submit,control_Click Count,trait_proportion_1_1,trait_proportion_1_2,trait_proportion_1_3,trait_proportion_2_1,trait_proportion_2_2,trait_proportion_2_3,trait_proportion_3_1,trait_proportion_3_2,trait_proportion_3_3,trait_proportion_4_1,trait_proportion_4_2,trait_proportion_4_3,trait_proportion_5_1,trait_proportion_5_2,trait_proportion_5_3,partyfeel_1,partyfeel_2,partyfeel_3,ideofeel_1,ideofeel_2,ideofeel_3,social_dist_1,social_dist_2,social_dist_3,social_dist_4,moral_dist_1,moral_dist_2,moral_dist_3,moral_dist_4,moral_dist_5,dehumize_rep_1,dehumize_rep_2,dehumize_rep_3,dehumize_rep_4,dehumize_rep_5,dehumize_rep_6,dehumize_rep_7,dehumize_rep_8,dehumize_rep_9,dehumize_rep_10,dehumize_rep_11,dehumize_rep_12,dehumize_rep_13,dehumize_rep_14,dehumanize_dem_1,dehumanize_dem_2,dehumanize_dem_3,dehumanize_dem_4,dehumanize_dem_5,dehumanize_dem_6,dehumanize_dem_7,dehumanize_dem_8,dehumanize_dem_9,dehumanize_dem_10,dehumanize_dem_11,dehumanize_dem_12,dehumanize_dem_13,dehumanize_dem_14,comp1,comp2_2,comp2_3,seek_out,ideo_diverse,d_person_1,d_person_2,d_person_3,gender,gender_99_TEXT,income,ses,educ,relig,race,race_6_TEXT,employ,science_trust,interest,know1,know2,ideo,pid,rep1,dem1,ind1,pid_import_d,pid_import_r,pid_import_i,pid_term_d,pid_term_r,pid_term_i,pid_we_d,pid_we_r,pid_we_i,pid_concept_d,pid_concept_r,pid_concept_i
8/7/2019 17:14,8/7/2019 17:20,0,100,355,1,EN,1,44,1,,,,,,0,0,26.886,0,0,50,50,100,0,0,0,0,100,90,10,0,0,20,80,35,57,58,64,38,50,1,1,1,1,1,2,2,1,6,2,2,3,3,3,1,2,1,1,2,2,4,1,1,2,3,2,1,2,1,2,2,2,2,1,2,3,3,1,40,60,4,4,6,6,5,0,,1,1,3,1,5,,1,23,3,1,1,1,1,,,2,,,1,,,1,,,5,,,3
8/7/2019 17:14,8/7/2019 17:20,0,100,366,1,EN,1,35,1,,,,,,0.713,13.63,37.222,3,0,50,50,100,0,0,0,50,50,50,50,0,0,70,30,74,77,78,76,69,78,2,2,2,2,3,1,1,1,5,2,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,80,20,3,3,2,2,2,1,,4,3,8,3,5,,1,23,3,1,1,3,1,,,3,,,2,,,2,,,4,,,3
8/7/2019 17:13,8/7/2019 17:20,0,100,389,1,EN,1,36,1,1,99.128,99.128,102.34,1,,,,,10,50,40,100,0,0,0,0,100,50,50,0,0,70,30,2,96,83,94,15,92,2,0,0,2,6,6,6,6,6,1,2,2,4,4,4,1,1,1,2,3,4,1,1,3,3,3,1,1,1,4,4,2,1,1,2,4,3,1,15,85,3,3,2,3,2,0,,6,2,7,1,5,,1,23,4,1,1,2,2,,1,,4,,,2,,,2,,,1,,
8/7/2019 17:13,8/7/2019 17:20,0,100,385,1,EN,1,22,1,0,73.362,73.362,74.86,1,,,,,10,40,50,10,40,50,10,40,50,10,40,50,10,40,50,0,46,81,80,0,55,1,0,0,2,5,5,5,5,6,1,1,1,4,4,4,1,1,1,4,4,4,1,1,2,2,2,3,2,2,2,3,3,2,2,2,3,2,1,0,100,2,3,2,3,3,0,,2,1,5,5,2,,1,21,2,0,0,2,1,,,2,,,2,,,2,,,5,,,4
8/7/2019 17:14,8/7/2019 17:20,0,100,368,1,EN,1,37,1,1,44.27,44.27,49.3,1,,,,,40,20,40,70,20,10,30,20,50,30,20,50,30,35,35,63,23,73,46,58,60,1,1,1,1,5,6,5,5,6,2,3,3,2,2,3,3,3,2,3,4,3,2,2,2,2,2,4,2,4,2,2,2,2,3,4,1,2,1,50,50,3,4,3,3,2,1,,1,2,2,3,5,,1,23,2,1,0,4,0,0,,,,4,,,4,,,4,,,4,
8/7/2019 17:14,8/7/2019 17:20,0,100,348,1,EN,1,29,1,1,12.183,12.183,13.193,1,,,,,70,10,20,40,20,40,40,20,40,20,30,50,30,50,20,78,71,82,73,84,74,2,2,2,2,3,3,5,3,5,3,3,4,3,3,4,3,3,3,2,3,4,3,4,3,3,4,4,3,3,3,3,3,4,2,3,3,3,0,45,55,3,4,5,4,4,1,,3,2,5,4,5,,1,23,1,1,0,6,2,,1,,2,,,2,,,2,,,3,,
8/7/2019 17:14,8/7/2019 17:20,0,100,351,1,EN,1,42,1,1,38.401,50.955,51.693,4,,,,,75,20,5,90,10,0,75,20,5,80,20,0,50,25,25,30,10,50,7,62,69,0,2,2,0,5,3,3,3,5,2,3,3,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,4,1,1,2,4,4,4,1,1,0,90,10,3,1,5,5,5,1,,0,0,4,5,5,,1,21,4,0,1,5,1,,,1,,,2,,,2,,,4,,,3
8/7/2019 17:15,8/7/2019 17:20,0,100,314,1,EN,1,23,1,,,,,,0,0,12.166,0,0,90,10,100,0,0,0,90,10,20,80,0,0,80,20,9,89,70,92,10,32,2,0,0,2,5,1,1,1,6,2,2,2,3,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,35,65,4,3,2,3,2,0,,3,1,5,1,5,,1,23,4,0,0,1,2,,1,,2,,,2,,,3,,,1,,
8/7/2019 17:15,8/7/2019 17:20,0,100,317,1,EN,1,49,1,,,,,,24.202,26.418,31.297,2,0,50,50,100,0,0,0,50,50,70,20,10,10,50,40,65,10,44,1,83,51,0,1,2,0,6,5,5,2,6,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,1,0,50,50,1,0,5,5,5,1,,3,2,2,4,5,,1,22,2,0,1,7,0,1,,,,4,,,2,,,3,,,3,
8/7/2019 17:16,8/7/2019 17:20,0,100,272,1,EN,1,21,1,0,23.402,25.821,26.453,3,,,,,30,40,30,10,40,50,20,20,60,30,30,40,20,20,60,40,89,62,93,13,57,2,0,0,0,5,5,5,5,5,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,1,1,3,3,3,3,1,1,1,3,3,1,10,90,3,3,4,5,5,0,,1,2,4,1,3,,1,23,1,1,0,3,2,,0,,2,,,2,,,2,,,3,,
8/7/2019 17:14,8/7/2019 17:20,0,100,341,1,EN,1,34,1,1,65.493,74.169,81.389,2,,,,,1,5,94,90,10,0,0,1,99,20,30,50,3,5,92,5,0,50,0,5,50,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,2,2,4,4,4,1,,3,1,4,1,5,,1,21,2,1,1,4,1,,,3,,,4,,,4,,,5,,,5
8/7/2019 17:13,8/7/2019 17:20,0,100,409,1,EN,1,51,1,1,72.867,72.867,73.747,1,,,,,50,0,50,20,30,50,20,30,50,30,30,40,20,30,50,96,0,13,0,100,0,0,2,2,0,5,5,5,3,5,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,4,3,4,4,4,4,4,4,1,4,1,4,3,1,100,0,0,0,5,5,4,1,,4,2,5,4,1,,1,22,4,1,1,6,0,1,,,,1,,,1,,,1,,,1,
8/7/2019 17:14,8/7/2019 17:20,0,100,382,1,EN,1,43,1,,,,,,0,0,27.923,0,20,55,25,70,30,0,15,50,35,40,30,30,40,30,30,20,47,34,59,17,62,2,1,1,1,5,1,2,2,6,1,3,3,4,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,3,1,3,3,2,3,1,30,70,3,2,4,4,5,1,,2,1,5,2,5,,1,21,2,1,0,3,2,,0,,2,,,4,,,3,,,3,,
8/7/2019 17:14,8/7/2019 17:20,0,100,357,1,EN,1,28,1,1,71.892,71.892,72.817,1,,,,,30,40,30,80,20,0,30,40,30,40,40,20,0,50,50,20,70,50,70,20,40,1,1,1,1,2,2,2,2,6,1,2,2,2,3,3,2,1,1,2,4,2,1,2,2,3,2,1,1,1,3,3,2,1,2,2,4,2,1,30,70,3,1,2,2,2,1,,0,1,2,1,5,,0,23,1,1,1,2,2,,0,,4,,,2,,,4,,,3,,
8/7/2019 17:13,8/7/2019 17:20,0,100,419,1,EN,1,30,1,0,4.249,27.769,28.389,5,,,,,60,20,20,35,10,55,40,40,20,40,30,30,30,20,50,71,90,77,72,91,79,2,2,2,2,3,2,3,1,2,1,4,2,3,2,3,2,2,2,4,3,2,1,3,2,1,3,2,2,3,1,4,3,3,2,2,3,3,1,60,40,0,0,4,6,5,1,,0,2,5,4,5,,1,23,4,0,0,7,2,,1,,1,,,2,,,2,,,3,,
8/7/2019 17:13,8/7/2019 17:20,0,100,438,1,EN,1,34,1,,,,,,13.895,13.895,38.859,1,0,25,75,75,25,0,0,25,75,25,25,50,0,25,75,71,35,100,28,89,83,0,2,2,0,6,6,6,6,6,3,3,2,1,1,1,4,1,3,1,2,1,2,2,1,2,2,3,4,3,2,4,1,4,4,4,1,1,0,30,70,4,4,1,1,1,1,,1,1,5,4,5,,1,23,4,1,1,5,1,,,1,,,1,,,1,,,1,,,1
8/7/2019 17:14,8/7/2019 17:21,0,100,390,1,EN,1,37,1,1,1.04,84.953,86.075,2,,,,,0,50,50,100,0,0,0,50,50,30,40,30,0,50,50,53,36,45,71,35,62,2,2,2,2,5,6,6,6,6,3,3,4,1,1,1,2,2,2,1,2,3,2,3,1,1,1,2,1,4,1,1,1,3,3,3,1,2,1,80,20,4,4,1,1,1,1,,1,1,1,3,5,,1,23,3,1,1,2,0,0,,,,2,,,2,,,2,,,3,
8/7/2019 17:14,8/7/2019 17:21,0,100,414,1,EN,1,36,1,1,46.084,57.729,58.16,5,,,,,10,20,70,80,20,0,10,20,70,50,30,20,0,30,70,0,82,100,64,0,100,1,1,1,1,3,5,5,5,6,1,1,1,2,2,3,2,1,1,3,4,4,1,1,2,1,2,1,1,2,2,2,3,2,3,2,1,1,1,30,70,4,4,2,4,1,1,,3,2,3,4,5,,1,23,4,0,1,3,1,,,2,,,4,,,2,,,4,,,4
8/7/2019 17:17,8/7/2019 17:21,0,100,226,1,EN,1,29,1,0,7.272,7.272,8.878,1,,,,,40,30,30,20,30,50,30,40,30,50,20,30,30,30,40,33,90,22,94,38,33,2,0,0,2,5,3,3,5,5,2,3,3,2,3,2,2,3,3,2,3,2,4,3,4,2,3,3,4,4,4,3,2,3,3,3,2,4,1,20,80,4,4,3,2,3,1,,3,2,5,5,5,,1,24,4,0,0,2,2,,1,,1,,,1,,,1,,,1,,
8/7/2019 17:16,8/7/2019 17:21,0,100,279,1,EN,1,32,1,,,,,,0,0,22.219,0,0,50,50,80,20,0,0,50,50,50,50,0,20,50,30,51,51,50,51,51,82,1,1,1,1,2,3,2,1,6,1,2,3,3,2,3,2,1,3,2,3,3,1,1,1,3,2,1,1,1,3,3,2,2,2,2,3,2,0,50,50,4,2,3,3,3,0,,3,2,3,1,5,,1,23,0,1,0,2,2,,0,,4,,,2,,,4,,,3,,
8/7/2019 17:13,8/7/2019 17:21,0,100,463,1,EN,1,36,1,,,,,,4.733,4.733,5.71,1,0,50,50,75,25,0,0,50,50,25,40,35,10,40,50,100,0,100,0,100,80,0,2,2,0,6,6,6,6,5,4,4,4,4,3,1,4,4,4,1,1,1,3,3,1,1,2,4,1,4,1,1,1,3,4,4,1,1,0,75,25,4,4,5,6,6,1,,2,2,3,3,5,,"1,0",21,4,1,0,7,0,1,,,,2,,,2,,,3,,,3,
8/7/2019 17:14,8/7/2019 17:21,0,100,447,1,EN,1,29,1,,,,,,7.106,7.489,14.919,2,60,10,30,40,20,40,40,30,30,50,20,30,50,10,40,88,93,90,94,90,87,2,2,2,2,6,5,3,5,6,3,2,2,3,4,3,3,4,3,3,4,2,4,3,2,4,3,4,3,3,4,3,4,3,2,3,2,3,0,50,50,4,3,6,5,4,1,,3,2,5,5,5,,1,21,1,1,0,7,1,,,1,,,1,,,1,,,1,,,1
8/7/2019 17:15,8/7/2019 17:21,0,100,341,1,EN,1,40,1,1,42.18,42.18,45.019,1,,,,,0,60,40,100,0,0,0,0,100,60,40,0,0,40,60,100,0,81,0,100,41,0,2,2,0,6,5,5,2,6,3,2,4,2,2,1,2,2,3,1,3,2,3,1,1,1,2,1,2,4,4,3,1,3,4,4,1,1,0,100,0,2,1,2,2,1,1,,3,1,5,5,5,,1,22,3,1,1,7,0,1,,,,1,,,1,,,5,,,1,
8/7/2019 17:13,8/7/2019 17:21,0,100,460,1,EN,1,35,1,,,,,,3.073,21.505,26.018,9,0,40,60,85,15,0,0,40,60,60,40,0,15,80,5,53,74,72,50,43,71,1,1,1,1,1,1,1,1,5,1,2,2,3,3,2,1,2,2,2,3,3,1,2,3,2,2,1,1,2,2,2,3,1,2,1,3,2,1,50,50,3,3,3,4,4,0,,1,0,5,2,5,,1,22,2,0,0,4,0,0,,,,4,,,4,,,3,,,4,
8/7/2019 17:16,8/7/2019 17:21,0,100,308,1,EN,1,50,1,1,44.601,44.601,45.866,1,,,,,50,15,35,90,10,0,45,25,30,60,25,15,10,35,55,11,39,68,68,26,46,1,1,1,1,2,1,1,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,1,30,70,3,3,4,4,4,1,,0,0,2,1,5,,0,23,2,1,1,1,1,,,2,,,4,,,2,,,4,,,3
8/7/2019 17:16,8/7/2019 17:21,0,100,331,1,EN,1,21,1,,,,,,0,0,51.001,0,0,0,100,90,10,0,0,0,100,25,0,75,0,0,100,4,100,44,92,24,50,2,1,1,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,1,3,1,3,2,3,1,3,1,4,3,0,50,50,3,3,4,4,4,0,,1,2,3,4,1,,0,22,1,1,1,2,2,,0,,2,,,2,,,2,,,3,,
8/7/2019 17:17,8/7/2019 17:21,0,100,257,1,EN,1,31,1,0,1.671,28.343,32.928,6,,,,,0,50,50,80,20,0,0,50,50,70,10,20,0,50,50,44,75,64,79,43,37,2,0,0,2,2,5,3,3,2,1,2,3,2,2,3,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,2,3,3,2,3,4,3,0,40,60,3,3,2,2,2,1,,4,2,5,2,1,,1,21,3,1,0,3,2,,0,,2,,,2,,,2,,,3,,
8/7/2019 17:14,8/7/2019 17:21,0,100,416,1,EN,1,26,1,,,,,,30.377,70.273,74.324,3,5,50,45,90,5,5,5,15,80,60,20,20,2,35,63,62,55,67,33,37,63,1,1,1,1,5,5,3,1,1,2,1,3,3,4,3,1,3,2,1,3,3,2,1,1,3,3,4,3,3,1,1,2,3,1,1,1,3,0,50,50,4,3,2,4,4,1,,5,3,2,3,5,,1,24,2,1,0,5,1,,,3,,,2,,,2,,,2,,,3
8/7/2019 17:15,8/7/2019 17:21,0,100,350,1,EN,1,24,1,,,,,,1.689,23.215,25.702,2,5,45,50,100,0,0,0,40,60,25,50,25,20,40,40,25,96,76,82,24,68,1,1,1,1,2,1,2,1,3,4,3,2,2,1,1,3,3,3,1,1,2,2,1,3,3,1,2,2,3,3,3,4,2,2,4,4,3,1,35,65,3,1,2,1,2,0,,1,1,3,1,3,,1,23,2,1,0,2,2,,0,,4,,,4,,,3,,,4,,
8/7/2019 17:19,8/7/2019 17:21,0,100,137,1,EN,1,30,1,,,,,,1.012,1.012,1.249,1,20,20,60,20,20,60,20,20,60,20,20,60,20,20,60,47,56,51,58,55,44,0,0,2,0,2,3,5,3,2,2,2,3,2,3,1,2,2,2,3,3,3,2,2,2,3,2,2,2,3,1,2,3,3,3,3,2,2,0,50,50,2,3,3,4,4,1,,1,2,5,1,5,,1,23,2,1,0,4,1,,,3,,,2,,,4,,,2,,,3
8/7/2019 17:13,8/7/2019 17:21,0,100,489,1,EN,1,30,1,,,,,,0,0,37.877,0,0,10,90,70,30,0,0,20,80,75,20,5,15,30,55,30,60,56,55,41,59,1,1,1,1,1,1,2,2,3,2,2,3,3,2,3,2,2,3,2,3,2,1,3,3,2,3,2,2,2,2,3,3,2,3,1,4,3,1,60,40,3,3,4,4,4,1,,1,1,5,2,3,,1,23,3,0,1,2,1,,,2,,,4,,,2,,,3,,,3
8/7/2019 17:13,8/7/2019 17:21,0,100,509,1,EN,1,32,1,,,,,,0,0,36.394,0,0,30,70,85,15,0,0,30,70,50,40,10,20,50,30,30,60,65,60,30,60,1,1,1,1,2,3,3,2,5,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,3,1,2,2,2,2,2,1,3,2,1,35,65,4,3,3,3,3,1,,0,0,3,2,5,,0,23,3,1,1,3,1,,,2,,,4,,,2,,,4,,,3
8/7/2019 17:14,8/7/2019 17:21,0,100,471,1,EN,1,29,1,1,85.081,85.688,86.741,2,,,,,20,60,20,90,10,0,10,60,30,60,20,20,40,50,10,89,33,70,52,59,100,1,1,1,1,3,3,3,3,3,3,4,3,2,2,2,4,3,3,2,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,4,2,3,1,50,50,4,4,4,4,4,0,,1,0,5,1,5,,0,23,2,1,0,5,0,0,,,,4,,,4,,,5,,,4,
8/7/2019 17:17,8/7/2019 17:22,0,100,266,1,EN,1,23,1,1,1.392,34.818,35.339,24,,,,,0,50,50,100,0,0,0,10,90,75,25,0,0,20,80,0,58,44,69,0,47,1,1,1,1,6,6,6,6,6,1,1,1,4,4,4,1,1,1,4,4,4,1,1,3,2,2,2,2,2,2,3,2,2,2,2,3,2,0,0,100,1,1,1,1,1,0,,7,3,5,1,1,,1,24,3,1,0,2,2,,1,,5,,,1,,,3,,,1,,
8/7/2019 17:14,8/7/2019 17:22,0,100,456,1,EN,1,50,1,1,2.581,66.09,67.436,16,,,,,30,30,40,85,15,0,25,15,60,50,20,30,25,60,15,39,56,70,61,25,73,1,1,0,1,2,2,2,2,5,1,2,3,3,2,2,1,2,2,1,2,2,2,1,2,2,3,1,1,1,2,3,2,1,1,2,2,2,1,35,65,4,3,4,5,4,1,,3,2,3,2,5,,1,23,4,1,1,3,1,,,2,,,2,,,2,,,2,,,1
8/7/2019 17:16,8/7/2019 17:22,0,100,332,1,EN,1,41,1,1,4.936,34.791,35.639,3,,,,,0,30,70,80,20,0,0,30,70,70,30,0,0,20,80,93,9,54,13,92,70,1,2,2,1,5,5,3,5,5,3,4,4,3,1,1,2,1,3,3,1,2,2,2,1,1,3,1,3,3,2,3,1,3,2,4,4,1,1,70,30,2,2,4,2,2,1,,1,2,2,1,1,,"1,0",23,2,1,1,7,0,1,,,,4,,,2,,,2,,,3,
8/7/2019 17:17,8/7/2019 17:22,0,100,305,1,EN,1,33,1,0,81.995,81.995,90.692,1,,,,,0,50,50,90,10,0,0,2,98,70,30,0,10,50,40,0,100,42,100,0,38,2,0,0,2,6,6,6,6,6,1,1,1,4,4,4,1,1,1,4,4,4,1,1,4,4,4,1,1,1,4,4,4,1,1,1,4,2,0,0,100,1,1,6,6,6,0,,3,2,5,1,5,,1,24,4,1,1,2,2,,1,,1,,,1,,,2,,,1,,
8/7/2019 17:16,8/7/2019 17:22,0,100,396,1,EN,1,39,1,,,,,,2.259,2.259,32.114,1,10,20,70,100,0,0,5,15,80,30,25,45,20,20,60,15,74,61,83,37,66,2,0,0,2,3,2,3,5,6,2,2,2,2,2,3,2,2,2,3,2,3,1,1,2,2,3,2,2,2,2,3,2,2,2,3,3,2,1,50,50,3,3,3,3,3,0,,3,2,5,3,1,,1,23,2,1,0,2,2,,0,,2,,,2,,,3,,,1,,
8/7/2019 17:15,8/7/2019 17:22,0,100,460,1,EN,1,36,1,,,,,,0.453,45.126,46.405,4,0,40,60,100,0,0,0,40,60,40,30,30,20,30,50,19,84,73,83,4,65,2,0,0,2,5,3,3,6,5,2,1,2,3,2,3,1,1,1,3,3,3,1,1,3,3,2,1,2,1,3,3,3,1,1,2,3,2,1,70,30,4,3,2,2,2,1,,0,0,2,1,5,,1,24,2,0,0,2,2,,1,,2,,,2,,,1,,,1,,
8/7/2019 17:13,8/7/2019 17:22,0,100,538,1,EN,1,60,1,,,,,,0,0,70.681,0,0,0,100,100,0,0,0,0,100,70,10,20,0,0,100,89,14,73,13,79,69,2,2,2,2,3,1,1,1,5,3,3,3,2,2,2,3,3,3,2,2,2,3,3,2,2,3,2,2,3,3,2,2,3,3,3,2,2,1,50,50,3,2,1,1,1,0,,4,3,6,4,5,,1,23,3,1,1,5,0,0,,,,4,,,4,,,3,,,4,
8/7/2019 17:14,8/7/2019 17:22,0,100,526,1,EN,1,45,1,,,,,,25.004,25.004,26.828,1,20,30,50,60,20,20,30,30,40,30,50,20,30,40,30,96,6,98,5,100,81,0,2,2,0,6,6,6,6,6,2,4,4,1,1,1,1,3,3,1,1,1,4,4,1,1,1,4,4,4,3,2,1,4,4,4,4,4,0,70,30,0,0,6,6,6,0,,0,0,3,5,5,,1,20,3,0,0,7,0,1,,,,1,,,1,,,1,,,1,
8/7/2019 17:14,8/7/2019 17:22,0,100,477,1,EN,1,32,1,1,47.443,47.443,50.026,1,,,,,20,40,40,90,10,0,30,40,30,50,40,10,20,60,20,19,82,91,90,8,68,1,1,0,2,5,1,1,1,5,1,2,2,3,2,1,2,1,2,1,2,3,1,3,3,2,2,2,1,1,2,4,3,1,3,2,4,3,1,20,80,3,3,5,4,2,0,,1,1,6,1,5,,1,23,3,1,0,1,1,,,2,,,1,,,2,,,4,,,3
8/7/2019 17:13,8/7/2019 17:22,0,100,531,1,EN,1,19,1,,,,,,29.478,36.896,77.521,6,0,50,50,90,0,10,0,50,50,50,40,10,0,50,50,12,79,50,78,29,50,2,0,0,1,3,1,1,1,3,2,2,3,3,1,3,1,1,1,3,3,3,1,1,3,3,3,1,1,1,3,3,3,1,1,2,3,3,1,50,50,0,0,3,3,3,1,,0,0,3,1,1,,0,22,2,1,0,3,2,,0,,4,,,4,,,4,,,4,,
8/7/2019 17:14,8/7/2019 17:22,0,100,518,1,EN,1,25,1,1,52.61,116.493,118.225,5,,,,,20,30,50,70,25,5,30,20,50,30,10,60,30,60,10,34,68,36,80,60,75,2,1,1,2,3,2,2,3,3,2,3,2,4,2,2,2,3,1,2,2,4,1,3,3,3,1,1,2,1,4,2,3,2,2,2,4,3,1,40,60,3,3,3,5,3,0,,4,1,5,2,1,,1,21,2,1,0,3,2,,1,,2,,,2,,,2,,,3,,
8/7/2019 17:14,8/7/2019 17:22,0,100,534,1,EN,1,43,1,,,,,,0,0,48.593,0,0,20,80,100,0,0,0,40,60,60,10,30,5,40,55,49,49,50,40,45,50,1,1,1,1,2,1,1,1,5,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,0,50,50,4,4,4,4,4,0,,2,1,4,3,5,,1,22,1,0,0,4,0,0,,,,4,,,4,,,5,,,4,
8/7/2019 17:14,8/7/2019 17:22,0,100,492,1,EN,1,40,1,,,,,,3.275,87.253,104.808,3,0,30,70,90,10,0,20,25,55,70,20,10,15,40,45,54,38,68,40,59,75,1,1,1,1,1,2,2,3,6,2,3,2,3,3,3,1,1,2,4,3,2,1,1,3,2,2,2,1,2,4,4,3,2,4,2,4,3,0,50,50,3,4,4,4,5,1,,1,1,3,1,3,,1,24,3,0,1,4,1,,,1,,,5,,,4,,,4,,,4
8/7/2019 17:17,8/7/2019 17:22,0,100,322,1,EN,1,24,1,1,65.375,65.375,66.207,1,,,,,30,30,40,100,0,0,0,0,100,60,30,10,25,50,25,82,80,94,73,83,82,1,1,1,1,2,1,1,2,3,2,2,4,3,2,3,2,1,2,2,3,3,1,1,3,3,2,2,2,2,3,3,2,3,2,2,3,3,1,50,50,3,3,5,5,5,1,,1,2,5,2,5,,1,23,2,0,0,5,0,0,,,,4,,,4,,,4,,,4,
8/7/2019 17:18,8/7/2019 17:23,0,100,274,1,EN,1,23,1,,,,,,0,0,1.787,0,10,70,20,50,25,25,33,34,33,30,50,20,10,60,30,65,50,50,27,62,44,1,1,1,0,3,2,5,3,3,3,2,2,3,2,3,2,3,3,2,2,3,3,4,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,70,30,3,2,4,5,4,1,,1,1,5,4,5,,1,22,3,0,0,5,0,0,,,,2,,,2,,,3,,,3,
8/7/2019 17:15,8/7/2019 17:23,0,100,454,1,EN,1,32,1,,,,,,0,0,38.62,0,0,50,50,100,0,0,0,50,50,90,10,0,50,25,25,30,10,70,9,23,65,1,1,1,1,1,1,1,1,6,1,3,4,4,3,3,1,1,1,2,3,3,1,1,1,1,3,1,3,2,1,2,1,2,4,4,1,4,1,70,30,4,3,4,5,4,1,,4,3,4,1,5,,1,24,3,1,1,5,1,,,1,,,4,,,2,,,5,,,1
8/7/2019 17:19,8/7/2019 17:23,0,100,245,1,EN,1,37,1,1,27.792,27.792,28.623,1,,,,,20,0,80,100,0,0,20,0,80,75,10,15,0,0,100,73,91,81,92,74,82,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,50,50,3,3,2,2,2,1,,4,2,5,1,5,,1,23,3,1,1,4,1,,,3,,,1,,,1,,,1,,,1
8/7/2019 17:16,8/7/2019 17:23,0,100,367,1,EN,1,24,1,1,12.24,64.35,65.189,20,,,,,25,25,50,90,10,0,40,20,40,30,50,20,20,40,40,25,81,53,61,86,51,2,1,1,1,2,2,2,2,2,3,2,2,3,2,2,2,2,1,2,3,2,2,2,3,3,3,3,3,1,3,2,2,2,3,3,2,3,0,40,60,3,3,5,4,5,1,,3,1,3,4,2,,1,22,3,0,0,5,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:13,8/7/2019 17:23,0,100,564,1,EN,1,33,1,1,44.785,46.758,47.71,3,,,,,15,50,35,90,10,0,20,40,40,50,45,5,20,40,40,81,45,56,16,75,63,1,2,2,1,5,1,1,2,5,3,4,3,1,2,1,2,3,1,1,2,2,2,1,1,1,2,3,2,1,3,1,3,2,3,4,3,3,0,85,15,3,3,3,3,3,0,,6,3,5,2,5,,1,23,2,1,0,5,0,0,,,,4,,,2,,,4,,,3,
8/7/2019 17:15,8/7/2019 17:23,0,100,466,1,EN,1,41,1,,,,,,52.561,52.561,53.853,1,0,40,60,100,0,0,0,20,80,25,50,25,0,60,40,19,100,85,100,0,71,1,1,1,1,5,3,2,2,6,1,1,2,4,4,4,1,2,1,2,4,4,1,1,4,4,3,1,1,1,4,4,4,1,1,1,4,2,1,25,75,3,4,1,1,1,0,,4,2,5,1,5,,1,23,2,0,0,2,2,,0,,2,,,2,,,2,,,3,,
8/7/2019 17:17,8/7/2019 17:23,0,100,392,1,EN,1,33,1,,,,,,0,0,17.705,0,0,0,100,100,0,0,0,0,100,30,0,70,0,0,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,1,1,2,4,4,4,1,1,1,2,2,4,4,4,1,1,1,4,4,4,1,1,1,50,50,2,2,1,1,1,0,,5,3,5,5,5,,0,23,1,1,0,4,1,,,3,,,2,,,1,,,2,,,1
8/7/2019 17:16,8/7/2019 17:23,0,100,447,1,EN,1,24,1,,,,,,0,0,71.976,0,10,60,30,89,11,0,0,60,40,40,40,20,30,40,30,92,20,15,27,66,27,1,2,2,1,5,3,3,3,5,2,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0,70,30,2,1,3,4,4,0,,3,2,5,5,5,,1,22,2,0,0,7,0,1,,,,1,,,1,,,1,,,1,
